ID,text,labels,am
3331,Many rumours floating about that Harry Redknapp may be interested in the Blackburn job? What do you all think?,positive,ብዙ ሃሪ Rodknapp ስለ Blodbundurn ሥራ ፍላጎት ሊኖር ይችላል?ሁላችሁም ምን ትባሉ?
3332,So glad I'm not going back to Woodlands tomorrow! Looking forward to Joseph Wright!,positive,"በጣም ደስ ብሎኛል, ነገ ወደ ጫካዎች ወደ ኋላ አልመለስም!ዮሴፍን ዊል ዌይ በጉጉት እጠብቃለሁ!"
3333,"@_superfreak_ Absolutely both gigs, the Su Casa Beach Tent is on from 12 noon-7 on Saturday if you come to that you'll see Rose Parade!",neutral,"@_superfreak_ ሙሉ በሙሉ ጊዛዎች, የ SUS CASA የባህር ዳርቻ ድንኳን ከ 12 እኩዌት ድንኳን ከ 12 የቀን-7 ቀን ጀምሮ የሮዝ ሰፈርን ይመለከታሉ!"
3334,ATTENTION DIRECTIONERS! Beliebers are posting this picture! Tomorrow we'll replay the video all day! #Jealousy! #Hate! http://t.co/89aPZ0qe,negative,ትኩረት ተወካዮች!አምባሮች ይህንን ስዕል እየለጠፉ ነው!ነገ ቪዲዮውን ቀኑን ሙሉ እንተክላለን!# ቀናተኛ!# መቀያ!http://t.co/89APZ0QE
3335,Good day today :) #Blessed now watching @KevinHart4real on Comedy Central!!! Lol love him!!!,positive,ዛሬ መልካም ቀን :) # አሁን የተጠቀሰበት @ Kevinhart4reable ላይ !!!Lol ይወደው !!!
3336,@Becker_Boris It's almost 2 am in BKK but I can't sleep after the game. It isn't the 1st time we lost cuz of ref.,negative,@Becker_boris ማለት ይቻላል በ BKK ውስጥ 2 ሰዓት ነው ግን ከጨዋታው በኋላ መተኛት አልችልም.የ 1 ኛ ጊዜ የጥላቻን ማጣቀሻ የጠፋው የ 1 ኛ ሰዓት አይደለም.
3337,"Martin Atkinson is referee tomorrow. If you don't remember, he's the one who ""missed"" Balotelli's shocking tackle on Song.",negative,"ማርቲን አቶኪንሰን ነገ እንደገና ተቀባይ ነው.ካላስታውሱት የባሎቶሊ አስደንጋጭ መጫኛ በዘፈን ላይ ""ያመለጠው"" እሱ ነው."
3338,"Andre's Wigan Warning: Wigan might currently occupy 15th place in the Premier League, but Andre Villas-Boas is w... http://t.co/44GYkO3e",neutral,"አንድሬ የ Wigan ማስጠንቀቂያ በአሁኑ ወቅት ዊግኒ በፕሪሚየር ሊግ ውስጥ 15 ኛ ቦታ ሊይዝ ይችላል, ግን የኮሌጅ ቪላዎች - ሃኮስ ነው ... hp://t.co/44go3e"
3339,"Cant wait to see ""Flight"" on Saturday, Denzel is one of the best actors in the world alongside Leo and De Niro",positive,"ቅዳሜ ላይ ""በረራ"" ን ለማየት መጠባበቅ"
3340,"Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! :) ~ Ellie xxxxx",positive,እሽብኝ እሽቅድድ እሑድ ቀጣዩ ቅዳሜ የብሪታንያ ችሎታ ያለው ብቸኛ ኦዲት አለች!:) ~ eellie xxxxxx
3341,"Don't think Chelsea should appeal for Torres' red card. Let Sturridge play tomorrow. It's the Carling Cup, not PL.",negative,"ቼልሲስ ለቶረስ ቀይ ካርድ ማራኪ መሆን አለበት ብለው አያስቡ.TATRIDIDE ነገ ይጫናል.እሱ የእቃ መጫኛ ዋንጫ አይደለም,"
3342,moving to covina in december things are looking up rite about now!:),positive,በታኅሣሥ ውስጥ ወደ ኮቫና መሄድ አሁን እንደ ገና እየፈለጉ ነው! :)
3343,"Compiling playlist for lab visit tomorrow. Mostly Rammstein and Pumpkins so far... I'm going to get in trouble, aren't I?",neutral,"ነገ ላቲን ጉብኝት ጨዋታዎችን ማጠናቀር.አብዛኛው ራምመቲን እና ዱባዎች እስካሁን ድረስ ... እኔ ችግር ውስጥ እገባለሁ, አይደለም እንዴ?"
3344,@SkylerMcKinney I may have enough to share...if I can get them by Laurin haha she was pumped!,neutral,@Skylemarmmarnnene እኔ ለማጋራት በቂ ሊሆን ይችላል ... እነሱን ለማካፈል ከቻልኳቸው እሷ ተናወጠች!
3345,San Antonio Cyber: Cyberspace the new battlefield in Tehran's war - Vancouver Sun http://t.co/7TTPFkUV,neutral,ሳን አንቶኒዮ ሳይበር: - አዲሱን የጦር ሜዳ አዲሱን የጦር ሜዳ በቴዎራን ጦርነት - ቫንኮቨር ፀሀይ http://t.co/7ttffuv
3346,"Article 54: A Bro is required to go out with his Bros on official Bro holidays; halloween, New Year's Eve, and Desperation Day (February 13)",neutral,"አንቀጽ 54: - አንድ ብሮ በሕጋዊ ros ድ በዓላቶች ላይ ከጎን ross ጋር ለመሄድ ይጠየቃል,ሃሎዊን, የአዲስ ዓመት ዋዜማ እና ተስፋ መቁረጥ ቀን (የካቲት 13)"
3347,Howard U wins 2nd straight homecoming game with 21-20 victory over Morgan State. Bison now 5-2; 4-1 MEAC,neutral,ሃዋርድ Morgan ግዛት ከ 21-20 ድል ጋር በ 2 ኛ ቀጥ ያለ መመለሻ ጨዋታዎችን ያሸንፋል.ቢንሰን አሁን 5-2;4-1 ሜካ
3348,2 Democrats in Wisconsin state senate up for recall election next Tuesday.  Hopefully the discouragement of Waukesha doesn't prevail.,neutral,በዊስክሰን ግዛት ውስጥ 2 ዴሞክቶች የሚቀጥለው ማክሰኞ ምርጫዎች ወደ ታስታውሱት ይከታተሉ.የ Wukksha የተስፋ መቁረጥ ተስፋን ተስፋ እናደርጋለን.
3349,"Police fear ivan Leach, also known as Lee Cyrus carried out a very serious sexual assault in Tayside, Scotland, since he absconded on Oct 9",negative,"ፖሊስ ቂሮስ በመባል የሚታወቅ ኢቫን ፍራፍሬን በኦክቶበርላንድ ውስጥ በቲቶት, ስኮትላንድ ውስጥ በጣም ከባድ ወሲባዊ ጥቃት አጋጥሞታል."
3350,1st 5-star review. Colour of Lemon sets off like a bullet train with the gruesome murder of one of Sowerbutt's own.,negative,1 ኛ 5-STAR ግምገማ.የሎሚ ቀለም እንደ ጥቁር የመሬት አቀማመጥ ባቡር እንደ ጥይት ባቡር ይነሳል.
3351,Why wait until september to see Stan Walker in Sydney when he's coming to Newcastle Panthers on 24 August! http://t.co/DIUZzD2X,neutral,እ.ኤ.አ. ነሐሴ 24 ቀን ወደ ኒውካስል ፓነል ሲመጣ በሲድኒ እስቴካስትል ውስጥ እስረካዎ ዎርከርን ሲገባ እስከ መስከረም ድረስ ለምን ይጠብቃሉ!http://t.co/diuuzzz2x
3352,Get your ticket for a Detroit Red Wings Bus Trip on March 22nd against the Dallas Stars. http://t.co/F0oOYTEQ,neutral,Datlos ከዋክብት ላይ የዲትሮይት ቀይ ክንፍ አውቶቡስ ጉዞ (Datroit) የአውቶቡስ ጉዞ ትኬትዎን ያግኙ.http://t.co/f0goykeq
3353,"UFO Sighting: Black Triangle Sighting in Perryton, Texas on October 20th 2012 - Black object that obscured the s... http://t.co/BSoMVMSR",neutral,UFO እይታ: - በፔሪተን 20 ቀን 2012 ዓ.ም.
3354,"This Saturday,I'll watch on my tv, Never Say Never. I want remember My World Tour,his incredible Kidrauhl's voice.",neutral,"ይህ ቅዳሜ, በቴሌቪዥን ላይ እመለከታለሁ, በጭራሽ አልልም.እኔ የዓለም ጉብኝቶቼን, አስገራሚ የሊሩቡል ድምፅ ያስታውሳለሁ."
3355,Am I the only one that wants it to flood in HF tomorrow?,neutral,ነገ በ HF ውስጥ በጎርፍ ለማጉደል የምፈልገው እኔ ብቻ ነኝ?
3356,"Sitting on my luggage and smelling Jerusalem ,click like if you hope to visit Israel soon . December tour... http://t.co/lkr39F12",neutral,"በሻንጣዎቼ ላይ ተቀምጠው ኢየሩሳሌምን መቧጠጥ, እስራኤልን ለመጎብኘት ተስፋ ካደረግብን ይምረጡ.ታኅሣሥ 20 http://t.co/lkr39f12"
3357,LEO SEASON we still at it!!!! JETT LOUNGE this Sunday !!!!  http://t.co/4bmGPgkH,positive,የሊዮ ወቅት እኛ አሁንም ሆነ !!!!በዚህ እሁድ jett lounge !!!!http://t.co/4bmgggkh
3358,The India Rich List edition will be available in Mumbai from today.Other cities can get it tomorrow onward. It remains on stands till Dec 31,neutral,የሕንድ ሀብታም ዝርዝር እትም በሙምባይ ውስጥ ይገኛል ዛሬ ከዛሬ ጀምሮ ይገኛል.እስከ ዲሴምበር 31 ድረስ ይቆያል
3359,Get ready for our Wednesday Drink Specials Wednesday - 3-8pm Have it your Way Margarita Day  ( Bar Brand Only)... http://t.co/ml806WRT,neutral,ረቡዕ ረቡዕ የእረፍት ጊዜያችን (3-8 ፓ) (አሞሌ ብቻ) (አሞሌ ብቻ) ... http://t.co/ML806WRT
3360,"What a great question to ask myself: ""If today were the last day of my life, would I want to do what I am about to do today?""  Steve Jobs",neutral,"ራሴን ""ዛሬ በሕይወቴ ውስጥ የመጨረሻ ቀን ቢሆን ኖሮ ዛሬ ማድረግ ያለብኝን ነገር ማድረግ እፈልጋለሁ?""ስቲቭ ስራዎች"
3361,I also had a dream last night that football season started and the Ravens were playing the steelers and Ray Rice was running all over them,neutral,እኔ ደግሞ የእግር ኳስ ወቅት የተጀመረው ትናንት ማታ ህልም አየሁ እና ቁራዎች እስረኞች እና ሬይ ሩዝ እየጫወቱ ነበር
3362,Protest march in Mexico City against drug war. 'I want justice for my murdered son' #drugs #cannabis @BBCBreaking http://t.co/YwYDFQ6,negative,የመቃወም መጋቢት በአደንዛዥ ዕፅ ጦርነት ጋር.'ለገደደው ልጅዬ' #drouns #cannabis @cangsabis @c.coabis @cocoabis @ch.co/ywydffq6
3363,@Jaxicandy not that far yet but would prob start the 1st night of the Roxy,neutral,@Jaxiashie ያ ገና ገና ያልተለመደ ነገር ግን በሮክ ውስጥ 1 ኛ ሌሊት ይጀምራል
3364,"Tonight, Obama was the Buffalo Sabres and Mitt was the Dallas Stars. It may not seem right to the Sabres fans, but Dallas still won.",neutral,"ዛሬ ማታ, ኦባማ የቡፋሎ ሽሮስ እና ሚትት ዳላስ ኮከቦች ነበሩ.የመርከቡ ደጋፊዎች ላይሆን ይችላል, ዳሊያ ግን አሁንም አሸንፈዋል."
3365,@supergirlmac Sarah G. Day is now on its 4th consecutive day on the top spot. :)),positive,@supergiralmacmac Sare g. ቀን አሁን ባለው የላይኛው ቦታ ላይ 4 ኛ ተከታታይ ቀን ነው.:))
3366,Get to see my big sis sunday and watch the Packers game! #missher @Laurrr_Miller,positive,የእኔ ትልቁን ኤስሲ እሑድ ለማየት እና የፓኬጆችን ጨዋታ ይመልከቱ!# መፍሰስ @larurrrry_miller
3367,"MMAWeekly Radio Tuesday: Miesha Tate, Ryan Madigan and the Best Debate in MMA http://t.co/4M1Q3Wxz #debate #Front_Page #Miesha_Tate",neutral,"MAMAWEEDEEEDEEDEEDEEDEEDEDEDE: Mieshat Tate, Raya Mata, ryana Medigan እና በ MMOC.COCA/4m13w.frose #frose #Trosh_Trosh"
3368,DEPARTURE of ship: SHAM Port: ABU DHABI Time: Nov 2 2012 4:09AM (UTC) (Time of arrival/departure is the time the vessel approache...,neutral,የመርከብ ጉዞ: - የሻምፖርት ወደብ: - አቡ ዲያቢ ሰዓት: ኖ Nov ል 2 2012 4:09 ኡ (ዩክቲንግ)
3369,"RT @RoyPhilpott: After observing Clemson's linebackers earlier today, it's safe to say that position will undergo a drastic change in th ...",neutral,RT @RoypiloTT: ዛሬ የክሌንስን የመስመር ሰጭዎች ቀደም ብለው ከተመለከቱ በኋላ ያንን አቋም ውስጥ ከባድ ለውጥ እንደሚመጣ መናገር ደህና ነው ...
3370,Great MBB Game - felt good to be back at the Vadalabene Center - great staff/promotions too! WBB tomorrow - can't wait!! #siuenation,positive,ምርጥ MBB ጨዋታ - ወደ ቪዳላቤኔ ማእከል መመለስ ጥሩ ስሜት ነበረው - ታላላቅ ሰራተኞች / ማስተዋወቂያዎችም!WBBB - መጠበቅ አልተቻለም !!#Siuce
3371,@mdhibbert did you know there is another Volvo out there with a HIB plate spotted on the M20 on Wednesday evening?,neutral,@mdiberbrt ረቡዕ ምሽት በ M20 ላይ የሚወጣው የጎልፍ ፕላት አለ.
3372,I watched Act of Valor last night and let me just say that a man that can shoot a gun may or may not score extra attractive points...,neutral,ትናንት ማታ የቢቢሎስ ተግባር ተመለከትኩ እና ጠመንጃ ሊነድ የሚችል አንድ ሰው ሊያስከትል ይችላል ወይም ተጨማሪ ማራኪ ነጥቦችን ውጤት አያገኝም.
3373,Postage for O. Henry stamp unveiled: The U.S. Postal Service on Monday unveiled the stamp commemorating the life of... http://t.co/lqvQNACh,neutral,ለ O ሄንሪ ስታምፕ ተገለበጠ-ሰኞ ሰኞ ሰኞ ላይ የኤ.ሲ.ሲ. የፖስታ አገልግሎት (ኤች.ሲ.ሲ.ኮ/lqqvqach ድረስ ማህተም
3374,Tomorrow night Roger Sanchez at Cielo get on the guest list here; http://t.co/LiLeHZZQ   VIP RSVP... http://t.co/palaUgOA,neutral,ነገ ምሽት ሮቦት ሳንቼዝ በሲይሎ ውስጥ እንግዳው ዝርዝር ላይ ያግኙ.http://t.co/LLILHZQ VIPS PROPP ... http://t.co/paulugoa
3375,"Today is the anniversary of F.Scott Fitzgerald's birth (116 yrs), Dr. Seuss's death (21) &amp; the 1st pub. of The Hobbit (75) via @brainpicker",neutral,"በዛሬው ጊዜ የ F.SCOT Fitzgerdd ልደት (116 ዓመት), የዶክተር ስኑዝ ሞት (21) ሞት (21) እና amp;የ 1 ኛ ክፍል.በአበዳሪ (75) በኩል @branticlecker"
3376,@teamcole30 @atkinsncbrewfan are you going to watch the Nuggets tomorrow?????,neutral,@ Boldcolle3 @atkinsnncwablfan ነገ ጎጆዎችን ይመለከታሉ ?????
3377,Happy Birthday to the coolest golfer in Bali! @tjvictoriacnd !! :) may you become cooler and cooler everyday! Stay humble little sister! Xx,positive,መልካም ልደት በቢሊ ውስጥ በጣም ጥሩው ጎልፍ!@tjvictorried !!:) በየቀኑ ማቀዝቀዣ እና ቀዝቅዝ መሆን ይችላሉ!ትሑት ትንንሽ እህት ሁን!Xx
3378,Contest Tomorrow! I will post a local Tucson property that is currently Active in the Tucson MLS. The first person... http://t.co/V55HsKTI,positive,ነገ ውድድር!በአሁኑ ጊዜ በቱኪሰን ኤም.ኤስ.ኤስ. ውስጥ የሚሠራውን የአከባቢ ቱኪሰን ንብረት እለካለሁ.የመጀመሪያው ሰው ... http://t.co/v55HSKII
3379,"Man,I want to go fuxs with the homies @Hdashkane @ADdaCAPO @KEN2theFOOL tonite for MNF @ the #Horn but I can't:(",negative,"ሰው, ከሠራዊቱ @HDASHANENE @addacapan @ Kaddakao @ Kens2 modoool Toinite MNNF @ #horn #hoots መሆን እፈልጋለሁ"
3380,"I Gotta Feeling - Black Eyed Peas. Ready to get this early party started???? Me, YESSSS!!!! ^^",positive,"እኔ ስሜት ተሰማኝ - ጥቁር አይን አተር.ይህንን ቀደም ብሎ ፓርቲ ለማግኘት ዝግጁ ነው ????እኔ, አዎ ዎስ !!!!^^"
3381,"Pakistan to talk counterterrorism with US, Afghans: Pakistan's foreign minister revealed Thursday that her country would soon hold co...",neutral,ፓኪስታን ከእኛ ከአፍጋኔዎች ጋር ለመነጋገር ፓኪስታን - የፓኪስታን የውጭ ጉዳይ ሚኒስትር አገሯ ሀሙስ በቅርቡ ካዮሊ እንድትሆን ትይዛለች ...
3382,@katewwfc Last night I dreamt it was tomorrow's game and you invaded the pitch to throw your scarf at Roger Johnson. Weird.,neutral,ትናንት ማታ ትናንት ማታ የነገረኝ ጨዋታ ነበር እናም ቀሚስዎን በሮጀር ጆንሰን ውስጥ እንዲጥሉ ወረሩ.ያልተለመደ.
3383,"@boogieXlove Both previous Batman films are on HD TV (TNT, FX) tonight at 8 pm EDT. So I'm recording both. May watch to get caught up",neutral,"@boogievellove ሁለቱም የቀደመ የባትማን ፊልሞች በ HD ቴሌቪዥን (ቲቪ, ኤክስኤችኤች) ላይ ይገኛሉ.ስለዚህ ሁለቱንም እየመዘገብኩ ነው.ለመያዝ ሊጠብቁ ይችላሉ"
3384,Springsteen is here Sat but if that's not your thing Rick Ross will be in Lexington the same night at @Rupp_Arena http://t.co/7SX6vy0r,neutral,ስፕሪንግስ እዚህ ተቀመጠ. ነገር ግን የእርስዎ ነገር የእርስዎ ነገር የ one ሮዝ ሮዝ በ @Parp_afena http://7sc.co/7SCo/7SC.x6sx6vsx6vr0r
3385,"Dear Christina Grimmie, you may not know it but sometimes your songs are all I need when I'm feeling down.",positive,"የተወደደ ክሪስቲና እሪሚሚ, ግን አንዳንድ ጊዜ ዘፈኖችዎ በሚሰማኝ ጊዜ የሚፈልጓቸው ናቸው."
3386,"Blog Post: Vice President Joe Biden to Present the Top Ten List on CBS's ""Late Show with David Letterman,"" Thursday,... http://t.co/m64KUzET",neutral,"የብሎግ ፖስት: - ምክትል ፕሬዘደንት ጆ ለዲብስ ""ከዳዊት ደብዳቤ ጋር"" ከሚዘገየው የ CBS ""ዘግይቶ የታየው ትዕይንቶች"" ሐሙስ, ... htpt.co/204kuzet"
3387,"Big 4 with Kevin, Deniesse, Devine, and Ryan sa kick off ng PBB Teen Edition 4 on Sunday, April 8 at 9pm.#excitedmuch!!!#BiggelonTV",positive,"ቢግ 4 ከኬቪን, ከካፕ, ዲቪን እና ራያን ጋር ከ <እሑድ) ኤፕሪል 8 ሴፕቴር 8 PM._ PM.excuckme"
