text,labels,translated
Sooo I didn't know the first Friday The 13th didn't have Jason in it.....,negative,ሾኦ የመጀመሪያውን አርብ አላውቅም 7 ኛ ኢያሶን ውስጥ አልነበረኝም .....
just walked past a girl throwing her guts up outside a bus stop... average Monday night in Shotton.,negative,አንድ ወጣት አውቶቡስ ማቆሚያዎችን ወደ ላይ ስትጥል ... አማካይ ሰኞ ማታ በጥይት ተመላለሰች.
Watching Cowboys/Jets game...let's see what Romo is going to do tonight...,neutral,COWBOSES / የጄኔስ ጨዋታን በመመልከት ... ዛሬ ማታ ምን ማበረታቻ እንደሚያደርግ እስቲ እንመልከት ...
"Win tickets to see Manchester City v Ajax with Ford!: Source: http://t.co/OEihBewu --- Thursday, November 0... http://t.co/E7Dp0KnF #MCFC",neutral,ማንቸስተር ሲቲ V A AJAX ን ከፎርድ ጋር ለመገናኘት ቲኬቶችን ያሸንፉ!
"Im enjoying Celebrity Juice instead of sleep, going to be fooked tomorrow though",positive,"ከእንቅልፍ ይልቅ የታዋቂ ሰው ጭማቂ ደስ ብሎኛል, ነገ ግን ግን"
Will take that result &amp; top the group as well.   Bet Tim Howard is cursing away at us ahead of Sunday #LFC,negative,"ያንን ውጤት እና AMP ይወስዳል,ቡድኑን ያዙ.ውርርድ ቲም ሃምር እሑድ #ffc ከፊት ለፊታችን የሚረግጡ ናቸው"
Jeremy Lin was a +23 for Rockets in his debut. That's the 2nd-best plus-minus for him in any game in his career.,positive,በኬሚክ ውስጥ ለሮኬቶች በዲኬቶች ውስጥ አንድ +23 ነበር.ያ 2 ኛ ምርጥ ሲደመር - በእሱ ሥራ ውስጥ ለማንኛውም ጨዋታ ነው.
Open source misconceptions fading: IT Web: South Africa may be up to five years behind the rest of the world in ... http://t.co/nYfW52Nf,negative,ክፍት ምንጭ የተሳሳቱ የተሳሳቱ አመለካከቶች ሲወጡ: - ደቡብ አፍሪቃ ከሌላው የዓለም ዓለም እስከ hpt http://t.co/nyfw52nf ድረስ እስከ አምስት ዓመት ሊሆን ይችላል
Cliff Avril leaves Detroit Lions game with back injury: Detroit Lions defensive end Cliff Avril left Sunday's game... http://t.co/iyxroefy,negative,የሎርት አቪል የዲትሮይት አንበሶችን ከጀርባ ጉዳት ጋር የዲትሮይት አንበሶች ጨዋታዎችን ትቷል-የዲትሮይት አንበሶች የመከላከያ የመጨረሻ ቋሚ አፕል ክሊፍ አፕል
Don't forget that the amazing Georgie Fame is bringing his smooth style Rhythm &amp; Blues and his famous Hammond organ to @The_Millfield 14 Nov,positive,አስገራሚ የጆርጂኔ ዝናብ ለስላሳ ዘይቤ እና አዶን እያመጣ መሆኑን አይርሱ;ብሉዝ እና ዝነኛው የደም om ommod አካል ለ @hethe_millifield 14 ኖ.
"You should come watch ""The Devil Inside"" in the movie room on the 1st floor @Miss_Lady94",neutral,"በ 1 ኛ ወለል @ ሚልፍ_ላዲድ 94 ላይ በፊል ዲያቢሎስ ውስጥ ""ዲያቢሎስን"" ማየት አለብዎት"
Lloyd Robertson set to end 41-year run as national news anchor tonight - News957: http://t.co/obHZO3E @CTVNationalNews @CTVCanadaAM,neutral,የሎይድ ሮበርትሰን ዛሬ ብሄራዊ የዜና መልህቅ ሩጫ (እ.ኤ.አ.
B-CU Fans: A live video stream of Saturday's football game vs. Morgan State will be available at the following link... http://t.co/o5ROL0ND,neutral,ቢ-Cu አድናቂዎች የቀጥታ የእግር ኳስ ጨዋታ የቀጥታ ቪዲዮ ጓንት Vs. Morcon Morgan ስቴት በሚከተለው አገናኝ ይገኛል ...
"Parlay hit, fantasy teams won, Giants sweep, Niners smash. Best week ever, and it's only Monday.",positive,"የፓራኒ መምታት, ቅ asy ት ቡድኖች አሸናፊዎች, ግዙፎቹ ጠሩ, ደነገጠች.በጣም ጥሩ ሳምንት እስከ ሰኞ ብቻ ነው."
"Oh, I tried a new organic shampoo for healthier scalp. Amazing after just 1 application. It's Avalon and you may want to check it out.",neutral,"ኦህ, ጤነኛ ኦርጋኒክ ሻም oo ጤነኛ ጤንነት ሞከርኩ.ከ 1 መተግበሪያ በኋላ አስገራሚ.አቫሎን ነው እናም እሱን ለመፈተሽ ይፈልጉ ይሆናል."
Photo: readmypockyface: waaa! waaannnttt!!!!!!! http://tumblr.com/xiv72ref8,positive,ፎቶ: - ንቅሶ onsepockyocock: WAA!Wannnentt !!!!!!!http://tmblr.com/xiv72ref8
@CR2News  Demi is performing at the Houston Rodeo on March 3 @DemiTourUpdater http://t.co/OHsUAbJp,neutral,@ CR2ness Demi እ.ኤ.አ. ማርች 3 @dedmedoupdary ላይ houston Rodouckoith በ HUSONON RODOO ውስጥ እያከናወነ ነው
"Just took ""Are you Justin Bieber's Dream Girl?"" and got: YES!! Try it ? http://bit.ly/dAVGFM",neutral,"""በቃ"" ጀስቲን የቤሬስ ህልሜ ልጅ ነዎት? ""እና አግኝቷል-አዎ !!ሞክረው ?http://bit.ly/dovgfm"
@lakeshow73 it's out already?  Thought it was tomorrow? Denzel is the best EVER. Movie looks amazing.,positive,@ theskowow73 ቀድሞውኑ ወጣ?ነገ ነው ብሎ አስብ ነበር?ዴዚል ከመቼውም ጊዜ የተሻለው ነው.ፊልም አስገራሚ ይመስላል.
ESPN stats from Sco v Ireland yesterday. Haven't watched the game yet but the stats tell one story http://t.co/LQMsAmW,neutral,"ከ <ISPN STALS> Vereland ትናንት.ጨዋታውን ገና አልያዙም, ግን ስታቲስቲክስ አንድ ታሪክ ይናገሩ htts"
It needs to storm February 9th so Endymion can get canceled and all the parades would then start at 7am Sunday. #MardiGras #NOLA,negative,እ.ኤ.አ.#Mardigarr osnola
"Ok sir RT @jikiboy: Nigeria will still top the group.If we lose,we'll be 2nd & face Brazil. (cont) http://tl.gd/c7ivc1",positive,እሺ ሰር @ @jikiboy: ናይጄሪያ አሁንም ከጠፋብን በኋላ 2 ኛ እና ፊት እንሆናለን.(ኮንትራት) http://tl.gd/c7ivc1
"@Psych0ticDreams make sure you have the songs 64, 50, Rella, Oldie &amp; Tron Cat for tomorrow baby ;)",neutral,"@ ሳይክቲክቲክቶች ዘፈኖች 64, 50, Refla, አሮጌ እና አሞቅ እንዳላቸው እርግጠኛ ይሁኑ.ለነገር ሕፃን tron ድመት,)"
"Friday - Yearbook ordering deadline! Your child is going to want one of these, and they are so easy to order online: http://t.co/d8zALdV5",positive,"አርብ - የዓመት መጽሐፍ ማዘዣ ቀነ-ገደብ!ልጅዎ ከእነዚህ ውስጥ አንዱን ይፈልጋል, እናም በመስመር ላይ ለማዘዝ በጣም ቀላል ናቸው: http://t.co/ddldv5"
@SaraaDemiri it's Republic Day in Turkey. Like 4th July in USA.,neutral,@Saradadiiri በቱርክ ውስጥ ሪ Republic ብሊክ ቀን ነው.ከአሜሪካ ውስጥ 4 ቀን 2001 ዓ.ም.
I wish I lived with Laurin randle...I dnt see her enough after 5th period.!,positive,ከሎሪ randle ጋር እኖር ነበር ... ከ 5 ኛ ዓመት በኋላ እሷን በቂ አያይም.
@PrincessMassey lmao i sat here for five minutes like what the fuck did i do to courtney???? Ha damn........ -__-,negative,@Princoncemossssysysy lmao እኔ ለአምስት ደቂቃዎች እኔ ለዲክዬቴ ምን እንዳደርግ ለአምስት ደቂቃዎች ተቀመጡ ????Hed dodn ........ -__-
@Pastorjoshg @corylethgo @KevinCabe @kcabe21 I'd watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley,positive,@PasatorjoSHSHD @cupureeth @kevincabobe @kevincabe21 በዚህ ቀን ውስጥ ኮጓር ከተማዬን ማየት እጠይቃለሁ!በጥር 8 ላይ.በጣም አስቂኝ.#fiury
"@jessicaeven alright, ill go to ticketek tomorrow and sus it for you :)",positive,"@justesicahvendy እሺ, ነገ ወደ ቲኬትክ እሄዳለሁ እና ለእርስዎ ተጠቀምኩኝ :)"
@KWAMEDIDIT: FRIDAY OCT 19th!!!! THE ALUMNI will be rocking Philly!!!!! FREE SHOW  @ the Liacouras Center 7pm CLASSIC HIP HOP!,positive,@Kwameidid: አርብ ኦክቴንት 19 ቀን !!!!አሊኒኒ ስድስተኛ እየደፈነ ነው !!!!!ነፃ አሳይ @ የሊያንኮራስ ሴንተር 7 pm ክላሲክ ሂፕ ሆፕ!
"Not hard to figure out the value in this offer...Mathnasium is offering a free  ""Mathing"" Workshop on Sunday from... http://t.co/JCUiFD2n",neutral,በዚህ አቅርቦት ውስጥ ያለውን ዋጋ ለመገንዘብ ከባድ አይደለም ... ማቲምየም እሁድ እለት ከ http://t.co/jucous/jucoudd2n
@REALBROTHER0003 did Romney's dad march with Dr.King yes or no ?,neutral,@ Regbroortor0003000 romney አባት ከዶ / ርኩስ አዎ ወይም አይደለም?
Celebrity Juice is the highlight of my Thursday night.. Keith Lemmon is hilarious hahaha,positive,የታዋቂ ሰው ጭማቂ የእቃ ሐሙስ ምሽት ጎላጅቷል.
Rick stein Saturday kitchen quote fishing is by far the worlds most dangerous job haha #thinkaboutitnobhead,negative,ሪክ እስጢፋኖስ ቅዳሜ የወጡ ማጥመጃ ዓሳ ማጥመድ በጣም አደገኛ የሆነው የሥራው በጣም አደገኛ የሥራው ሃሃይ ሃሃ ሃሃ
RT @TAN_Network: Foreign Minister Surapong to file complaint against Democrats with police on Mon at 3pm,neutral,RT @Tan_network: የውጭ ጉዳይ ሚኒስትር ሚኒስትር ሱራኦንግ በ 3 ፒ.ኤም.
I reckon the match between Bolton and Man City should be good tomorrow! #footballseason,positive,በቦልተን እና በሰው ከተማ መካከል ያለውን ግጥም ነገ ነገ ነገድኩ.#OOTOOTSESESONON
Woods down to 30th in world rankings: Tiger Woods has dropped another two places to 30th in the latest world rankings. http://bit.ly/qTRK4P,neutral,ውድድሮች በዓለም አቀፍ ደረጃ ላይ እስከ 30 ኛ ታች: - ነብር እንጨቶች በአቅራቢያው የሚገኙ ሁለት ቦታዎች ወደ 30 ኛ ወደ 30 ሴንቲ ውስጥ ወረደ.http://bit.ly/qterk4p
This Thursday Night Football game sucks. But Go Chiefs! I just want to see hot head Rivers explode on the sideline tonight.,negative,ይህ ሐሙስ የሌሊት የእግር ኳስ ጨዋታ ጠጅ.ግን ሂሳቦች ይሂዱ!ዛሬ ማታ ማታ በሞድ ቧንቧዎች ላይ ሞቃታማ ጭንቅላቶች ማየት እፈልጋለሁ.
Saturday Night Live Jeopardy skits with Will Ferrell &gt;,neutral,የቅዳሜ ምሽት ከ Freell & GT ጋር የቀጥታ የቀጥታ መንቀሳቀሻዎች.
@Giselleco OH HEY! I have another reason for you! It's NATIONAL CHOCOLATE DAY ON SUNDAY! :D,positive,@Gisselcoho ኦህ!እኔ ለእርስዎ ሌላ ምክንያት አለኝ!እሁድ ቀን ብሄራዊ ቸኮሌት ነው!: መ
My son's teacher is married to a former Auburn football player. I think I'll put him in all Bama gear 1st day of school! #RTR,neutral,የልጄ አስተማሪ ከቀድሞ የዩባስ እግር ኳስ ተጫዋች ጋር ተጋብቷል.በትምህርት ቤት 1 ኛ ቀን ውስጥ አደርጋለሁ ብዬ አስባለሁ!#RRR
"I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons",neutral,"Noel እርሻ እና የበለፀገ ሙሉውን ሲመለከት ማየት እችል ይሆናል, ግን ቶም ታንሊ አየሁ!#Sesmsimmons"
http://t.co/TtQf1MqA Price: I'd take Vitali fight: David Price says he would fight Vitali K... http://t.co/X7B85ZO7 CLICK-1st-LINK! 2WIN,neutral,http://t.co/tqfequal ዋጋ: ዴቪድ ዋጋዊ ድግግስ አስፈላጊ ነው ...2 ዊን
French president Hollande to meet with World Bank: French President Francois Hollande holds talks on Monday with...  http://t.co/5C7mi1Gr,neutral,ፈረንሣይ ፕሬዝዳንት ሆላቃዴ ከዓለም ባንክ ጋር ለመገናኘት የፈረንሣይ ፕሬዝዳንት ፕሬዝዳንት ፍራንኮስ ሆላላንድ ሰኞ ከ http://t.co/5c7c7g1gr ይይዛል
"After today's bet came in I'm feeling confident with tomorrow's bet: Ath Madrid, Juve, Napoli, Bayern Munich, Porto #comeon",neutral,"ከዛሬ ውርርድ ከገባ በኋላ ነገ ሲመጣ, አተማቆ"
Back in Norwich City centre on a Wednesday night I am hoping the 'grunge' look is in honour of halloween and not 'back'! #noplacelikehome,neutral,ረቡዕ ማታ ምሽት ኖርዊች ሲቲ ማዕከል ተመልሶ የ <ግሪጊንግ> እይታ የሃሎዊን ክብር ነው ብዬ ተስፋ አደርጋለሁ.#novelesseesho
"Strangely, National Margarita day is Feb 22nd. Think we'll celebrate tomorrow anyway. Happy #CincoDeMayo!",positive,"በሚገርም, ብሔራዊ ማርጋሪታ ቀን ፌብሩዋሪ 22 ነው.ነገን ለማንኛውም እንደምንከብር ያስቡ.መልካም #cincodemayo!"
Successful outing today. Had lunch by the beach in Fernandina Beach and then went shopping at Tar... http://schmap.it/pcobw6 (via @hairgeek),neutral,"ዛሬ ስኬታማ መሆን.በባህር ዳርቻው የሚገኘው በምትገኘው ፌርናንና የባህር ዳርቻ ምሳ ቢኖሩትም, ከዚያ በኋላቦት ... http://schmap.it/pcobw6 (በ @hargeake በኩል)"
Eagles lead by 27 points going into 4th QTR (iffy 50metre penalty to help tigers). Tigers still with a sniff. #afleaglestigers,neutral,ንስሮች ወደ 4 ኛ QTR የሚወስዱት 27 ነጥቦችን (IFFYE DISTY ቅጣት) እንዲረዱ ለማድረግ).ነብሮች አሁንም ከጭካኔ ጋር.# ቦርሳፊግሎች
"The New York Stock Exchange and NASDAQ will both be open tomorrow. Also, reports of 3 feet of water in the NYSE are false.",neutral,"የኒው ዮርክ ክምችት ልውውጥ እና NASADAQ ሁለቱም ነገ ክፍት ይሆናሉ.ደግሞም, በ NYYS ውስጥ የ 3 ጫማ የውሃ ሪፖርቶች ሐሰት ናቸው."
"@HartHanson :( For what it's worth, I thought The Finder was a funny, clever show. Sad it didn't even get a 2nd season.",negative,"@Harthhanson: - ዋጋ ያለው ነገር አመልካች አስቂኝ, ብልህ ትር show ት ነበር ብዬ አሰብኩ. ያሳዝናል."
Muhammad Ali came into my work tonight to eat...I think that being in the presence of a legend made this Tuesday pretty legit.,positive,መሐመድ አሊ ዛሬ ማታ ወደ ሥራዬ ገባ ... እኔ እንደማስበው ይህ ማክሰኞ ቆንጆ ቆንጆ ህጋዊ ህጋዊነት ነው.
"@ardecarteret have a fun trip tomorrow! Your note is on Tumblr is you didn't see it yet :) I believe in you, I love you, and run fast &lt;3",positive,@ardecartret ነገ አስደሳች ጉዞ አለው!ማስታወሻዎ ገና አላየህም?
"If one more commentator references how ""smart"" the Dook players are, I may just turn this mess off. #overratededucation #dook",negative,"አንድ ተጨማሪ አስተያየት ሰጪው ""ብልህ"" አጫዋቾቹ የተጫወቱ ተጫዋቾች እንዴት እንደነበሩ የሚያመለክቱ ከሆነ ይህንን መነፅር ማጥፋት እችላለሁ.#verededcuctuctucky #doke"
@The_GilmoreEra GEAUX TIGERS! Hope to see you wearing that purple and gold on Saturday nights in Death Valley!,positive,@Hethe_gilomeara geuux ነብሮች!በሞት ሸለቆ ውስጥ ቅዳሜ ሌሊቶች ያንን ሐምራዊ እና ወርቅ ሲለብዩህ እንዳዩ ተስፋ አደርጋለሁ!
Mbaaah!shut up & sleep or sit down!((((BOOM))))*i love Nohle* RT @tebeza: Wish i could fly to Irene just 2 get my Good Night kiss!! #sigh,positive,MAAAAAAA! ተዘግተው እና ተኙ ወይም ቁጭ ይበሉ ወይም ቁጭ ይበሉ (((BOOOM)))) * እኔ nohle @ rtebeza እወዳለሁ-ወደ አይሬን ብቻ መብረር እችል ነበር.#
"RT @Drofdarb23: Damn. Who becomes the 3rd back, Ajayi?  RT @IDS_BroncoBeat Boise State RB malcolm Johnson tore ACL in practice yesterday.",neutral,"RT @ Drfddarbbar23: ግድያ.AYAY, AJYI ማነው?RT @_broconcoatat boiss Stib ማልኮም ጆንሰን ትናንት በተግባር ልምድ ያለው."
"@bballSource he just got completely, utterly lost.. it's not like there was a viable 2nd option, everyone knew it was Parker's shot!",negative,"@boballsurede ሙሉ በሙሉ, ሙሉ በሙሉ የጠፋው .. ሊገኝ የሚችል 2 ኛ አማራጭ እንደነበረ አይደለም, ሁሉም ሰው ፓርክ የተተኪው መሆኑን ያውቅ ነበር!"
"-but Saturday.. if you can make it to Monroe, please do so ! the after party for 3 different games is all in one. #GSU #JSU #ULL #ULM #Tech",positive,- ቅዳሜ ቅዳሜ .. ወደ ሞንሮ ማድረግ ከቻሉ እባክዎን ያድርጉት!ከ 3 የተለያዩ ጨዋታዎች ፓርቲ በኋላ ያለው ድግስ ውስጥ ሁሉም በአንድ ውስጥ ነው.#Su #JSU #LL #ull #UCK
@philmcnulty @wsagfanzine  Soton v Everton originally Sat 3pm 19th Jan. rescheduled for the Monday 8pm. Nice one Sky. #thinkingofthefans,positive,@filmcnuyty @WWAGANZIN POTTON V EPPTON መጀመሪያ 3 pm.ቆንጆ አንድ ሰማይ.# timundathownsfans
